"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"163","200917_s_at","SRPRA","6734","SRP receptor subunit alpha",-1.48422878208658,8.02251058701312,-2.91578020377335,0.00681178451529306,0.0797612442662804,-2.49276847827051
"164","200929_at","TMED10","10972","transmembrane p24 trafficking protein 10",-0.332330855584983,9.80213996762168,-0.856995735945909,0.398538175530443,0.511897886172393,-5.7935994664224
"165","200987_x_at","PSME3","10197","proteasome activator subunit 3",-0.820718967920067,7.9970176682062,-1.84866694769937,0.0748199853417186,0.178117553756763,-4.55956049636451
"166","201008_s_at","TXNIP","10628","thioredoxin interacting protein",-0.902771048332552,13.0967295424508,-2.39404033339879,0.0234171636131857,0.112985872090165,-3.5791918463413
"167","201028_s_at","CD99","4267","CD99 molecule (Xg blood group)",-0.85378061862324,9.81805450242518,-2.40198000839301,0.0230002038304188,0.112981489059667,-3.56364290458963
"168","201044_x_at","DUSP1","1843","dual specificity phosphatase 1",-1.23836944292447,8.38425882108822,-2.15743254628684,0.0394723874253745,0.144938394928296,-4.02658142130627
"169","201058_s_at","MYL9","10398","myosin light chain 9",2.04163126671485,8.3463485012802,4.43753457925649,0.000122711142315888,0.0205950200520165,1.16196678963524
"170","201110_s_at","THBS1","7057","thrombospondin 1",0.106569427158496,5.39550756648335,0.158961820660124,0.874810926720422,0.92147971046806,-6.13946030666273
"171","201123_s_at","EIF5A","1984","eukaryotic translation initiation factor 5A",0.0119141804941556,9.15522077029681,0.0199549410364391,0.984217234711752,0.990116638716019,-6.15175081850567
"172","201163_s_at","IGFBP7","3490","insulin like growth factor binding protein 7",-1.12185474439562,7.81922700202677,-2.75752023640121,0.0100152636029516,0.0891983773059536,-2.8352594364862
"173","201169_s_at","BHLHE40","8553","basic helix-loop-helix family member e40",-0.289169222980969,6.34646501889169,-0.71243655367997,0.481939638350531,0.579824630608106,-5.90329105060844
"174","201211_s_at","DDX3X","1654","DEAD-box helicase 3 X-linked",-1.38518988449629,7.85183333082938,-2.52186453050665,0.0174774065507818,0.101922543813948,-3.32489054174507
"175","201235_s_at","BTG2","7832","BTG anti-proliferation factor 2",-0.760872256232712,7.24775088286156,-1.98317457576011,0.0569780588707512,0.163118615213934,-4.33490471690261
"176","201239_s_at","SPCS2","9789","signal peptidase complex subunit 2",-0.58580006996231,10.4048431581214,-1.34981830364717,0.187612304981121,0.302573690337066,-5.27975382037227
"177","201242_s_at","ATP1B1","481","ATPase Na+/K+ transporting subunit beta 1",-0.468342151288204,5.89452433519382,-1.05852605765037,0.298633028865317,0.417092177624653,-5.60897000150508
"178","201259_s_at","SYPL1","6856","synaptophysin like 1",-0.850623590460458,8.70348401524617,-1.63286429313537,0.113408936396307,0.221753007672002,-4.89390634466785
"179","201311_s_at","SH3BGRL","6451","SH3 domain binding glutamate rich protein like",-0.98388328474655,10.459256614577,-2.46959539485167,0.0197151201371423,0.106398574870449,-3.42988930833799
"180","201337_s_at","VAMP3","9341","vesicle associated membrane protein 3",-1.7746385056174,8.08546341235629,-3.41536015080905,0.00191819904565059,0.0536562899713928,-1.3522924660447
"181","201369_s_at","ZFP36L2","678","ZFP36 ring finger protein like 2",0.789026514541471,10.5175257531781,2.04147395472919,0.0504808801828577,0.157381567628909,-4.2338630119619
"182","201399_s_at","TRAM1","23471","translocation associated membrane protein 1",-0.630023775320595,10.189967478084,-1.34499881431998,0.189145440156013,0.303779040250567,-5.28577651963016
"183","201444_s_at","ATP6AP2","10159","ATPase H+ transporting accessory protein 2",-0.651897218349331,9.96324070163834,-1.66918475748102,0.105941475439124,0.214654055869614,-4.83997636955894
"184","201464_x_at","JUN","3725","Jun proto-oncogene, AP-1 transcription factor subunit",0.274149134824599,8.97293197484161,0.608899429280598,0.547375057528579,0.637233159458126,-5.96986640300623
"185","201476_s_at","RRM1","6240","ribonucleotide reductase catalytic subunit M1",-0.581109090058277,6.98664512787185,-1.30170154354801,0.203357639086877,0.318124890566945,-5.33903357721666
"186","201490_s_at","PPIF","10105","peptidylprolyl isomerase F",-0.996913611536859,7.82099509529808,-2.39342249237828,0.0234498979809775,0.112985872090165,-3.58040041501267
"187","201538_s_at","DUSP3","1845","dual specificity phosphatase 3",-0.600994023083643,5.4778598180412,-1.55883070778266,0.129983177816028,0.243295650670521,-5.00079505543174
"188","201551_s_at","LAMP1","3916","lysosomal associated membrane protein 1",-0.0282122092491832,8.65820673668651,-0.059253268928978,0.953160539168227,0.967750990385574,-6.15021196042002
"189","201554_x_at","GYG1","2992","glycogenin 1",-0.6817103767136,9.32766099026763,-1.59720665587945,0.121159610814235,0.231513715540673,-4.94590166463904
"190","201559_s_at","CLIC4","25932","chloride intracellular channel 4",-0.84948964239582,5.59809755440713,-1.88489995311193,0.0695934265282551,0.174150613225551,-4.50023194525212
"191","201571_s_at","DCTD","1635","dCMP deaminase",-1.0629039417973,7.82464999160925,-2.40956923945337,0.0226080025536156,0.112149057002418,-3.54874910412849
"192","201629_s_at","ACP1","52","acid phosphatase 1",-1.0731059914414,8.14185638077878,-2.39644350425411,0.0232902356981838,0.112985872090165,-3.57448903848661
"193","201635_s_at","FXR1","8087","FMR1 autosomal homolog 1",-1.42006163962788,8.76279893277844,-3.54792924634634,0.00135586939682904,0.050501087371616,-1.03723065672683
"194","201647_s_at","SCARB2","950","scavenger receptor class B member 2",-0.809297364847243,6.1249409079421,-1.76948114188991,0.0874264666885219,0.192121477827287,-4.68608198327141
"195","201653_at","CNIH1","10175","cornichon family AMPA receptor auxiliary protein 1",-0.904350170957139,9.88906359874066,-2.13565251291126,0.0413602543297248,0.146662748401328,-4.06614002596397
"196","201694_s_at","EGR1","1958","early growth response 1",-0.0766126223540384,7.74043969128707,-0.104378349237156,0.917594240601215,0.9402981306525,-6.14656226449155
"197","201718_s_at","EPB41L2","2037","erythrocyte membrane protein band 4.1 like 2",-0.0641349303992289,6.35339832790058,-0.159431596425235,0.874444184607088,0.92147971046806,-6.13938642443881
"198","201777_s_at","EFCAB14","9813","EF-hand calcium binding domain 14",-1.06767667303946,7.49931416558622,-2.37057390507063,0.0246902002962092,0.11618239111347,-3.62495193903324
"199","201823_s_at","RNF14","9604","ring finger protein 14",-0.964506561809079,7.07074335345908,-2.5106013050905,0.0179388157168394,0.103225071010613,-3.34763201155108
"200","201835_s_at","PRKAB1","5564","protein kinase AMP-activated non-catalytic subunit beta 1",-0.990629537351475,7.45303071870531,-2.32432977365733,0.0273852128801853,0.122041670683464,-3.71425918319657
"201","201858_s_at","SRGN","5552","serglycin",-0.715486642236344,12.8155333423888,-1.81454070023667,0.0800477790395026,0.18423514471579,-4.61461972230869
"202","201902_s_at","YY1","7528","YY1 transcription factor",-0.54452905099473,6.83483010238283,-1.39286290251438,0.174344726473519,0.28781170419481,-5.22513012152921
"203","201942_s_at","CPD","1362","carboxypeptidase D",-1.47393448061401,6.60152791953814,-2.80742152002412,0.00887746424480764,0.0847126864292689,-2.7283845258871
"204","201946_s_at","CCT2","10576","chaperonin containing TCP1 subunit 2",-1.00222870526941,8.95811660330036,-2.45210824432613,0.0205207008195323,0.107626800652443,-3.46470856385468
"205","201971_s_at","ATP6V1A","523","ATPase H+ transporting V1 subunit A",-0.914533958002886,8.34002143484497,-1.87615422313871,0.0708252391548356,0.174150613225551,-4.51463374648747
"206","202008_s_at","NID1","4811","nidogen 1",-0.62622718345325,5.89288597078658,-1.58529062356515,0.123845061732711,0.234474583925271,-4.96306540879851
"207","202101_s_at","RALB","5899","RAS like proto-oncogene B",-0.626783036873762,7.77166995853933,-1.43790889462018,0.161261905506772,0.274048872768269,-5.16637742895498
"208","202129_s_at","RIOK3","8780","RIO kinase 3",-1.00996024497919,8.67129694194733,-2.25057853271437,0.0322393981533748,0.131520310019834,-3.85424122393359
"209","202195_s_at","TMED5","50999","transmembrane p24 trafficking protein 5",-1.05365614283176,7.09001473041668,-2.75410520328441,0.0100979295063344,0.0891983773059536,-2.84253460305246
"210","202203_s_at","AMFR","267","autocrine motility factor receptor",0.426947185019802,6.06103604460518,0.836937730493985,0.409534199947721,0.519396649052085,-5.80997056062261
"211","202206_at","ARL4C","10123","ADP ribosylation factor like GTPase 4C",-0.493353701467313,9.94978913847015,-1.26784472749801,0.215030550461992,0.330085006578088,-5.37960497186123
"212","202226_s_at","CRK","1398","CRK proto-oncogene, adaptor protein",-0.529503802607251,7.74393242120353,-1.29714358040801,0.204900227117403,0.318909627059081,-5.34455062063807
"213","202278_s_at","SPTLC1","10558","serine palmitoyltransferase long chain base subunit 1",-0.731998208289103,7.62244986037555,-1.65751085065711,0.108295577577552,0.217238339881663,-4.85741601388292
"214","202430_s_at","PLSCR1","5359","phospholipid scramblase 1",-1.29178615123538,7.76781213389672,-3.33343767136697,0.00237212721800632,0.0542709461692085,-1.54467176278091
"215","202431_s_at","MYC","4609","MYC proto-oncogene, bHLH transcription factor",-0.179064294738334,10.1604416285556,-0.431635856142266,0.669227425566896,0.747435599551884,-6.06014538295528
"216","202434_s_at","CYP1B1","1545","cytochrome P450 family 1 subfamily B member 1",-0.970495422787451,5.37982165862729,-2.1231749113436,0.0424776976987579,0.146662748401328,-4.08867405443727
"217","202438_x_at","IDS","3423","iduronate 2-sulfatase",-0.335668845391564,5.75267813059859,-0.724462361137429,0.4746396932366,0.574473763328433,-5.89490520815071
"218","202444_s_at","ERLIN1","10613","ER lipid raft associated 1",-1.47521542888285,5.96016211978213,-3.21017210154636,0.00325512512179659,0.0607020555120216,-1.83047428315533
"219","202464_s_at","PFKFB3","5209","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",-0.955684612977165,7.56566777227964,-1.98867407776656,0.0563353044219194,0.163118615213934,-4.32546616082886
"220","202554_s_at","GSTM3","2947","glutathione S-transferase mu 3",0.370373437269443,6.0289442308462,0.828095569756942,0.414441360926579,0.522540281689855,-5.81707043115067
"221","202555_s_at","MYLK","4638","myosin light chain kinase",0.151630262035149,7.79217426635888,0.347911752803641,0.730442206959827,0.805646552473763,-6.09223458492571
"222","202558_s_at","HSPA13","6782","heat shock protein family A (Hsp70) member 13",-0.605784645907462,6.81333017311668,-1.40855701256168,0.169694910120579,0.283411364658606,-5.20484397029294
"223","202593_s_at","GDE1","51573","glycerophosphodiester phosphodiesterase 1",-0.673883337953765,7.9637571693737,-1.35415282538771,0.186241707899393,0.301038943734191,-5.27432106390779
"224","202647_s_at","NRAS","4893","NRAS proto-oncogene, GTPase",-0.606415060364691,7.4287429846597,-1.45807651998482,0.155663199465878,0.269242197054933,-5.13955217978087
"225","202654_x_at","MARCHF7","64844","membrane associated ring-CH-type finger 7",-0.792983565392383,8.79596395507807,-1.72915223287689,0.0945128030624746,0.198094567432018,-4.74882950415317
"226","202687_s_at","TNFSF10","8743","TNF superfamily member 10",-1.186076703534,9.49715293893864,-3.08173586053655,0.00450673274362399,0.0687618162549903,-2.12315409097577
"227","202708_s_at","H2BC21","8349","H2B clustered histone 21",0.303908834472352,8.60270700627671,0.712979033527115,0.481608961158321,0.579824630608106,-5.90291568072473
"228","202732_at","PKIG","11142","cAMP-dependent protein kinase inhibitor gamma",0.743183083630343,7.13823820506608,1.92112880160138,0.0646859881394326,0.170791937271369,-4.44002677801771
"229","202742_s_at","PRKACB","5567","protein kinase cAMP-activated catalytic subunit beta",-0.605395667721259,9.28312150332039,-1.51233808404377,0.141368936512479,0.254719415980509,-5.06579816478246
"230","202768_at","FOSB","2354","FosB proto-oncogene, AP-1 transcription factor subunit",1.5100137723873,7.50944063173401,2.25869160037163,0.0316697590688009,0.130231328232602,-3.83899242338689
"231","202784_s_at","NNT","23530","nicotinamide nucleotide transhydrogenase",-0.596222063787128,7.47324370065874,-1.44901074486387,0.158160433045088,0.270871145922656,-5.151650334644
"232","202859_x_at","CXCL8","3576","C-X-C motif chemokine ligand 8",-0.81466399057518,6.88649062066134,-1.21788480249295,0.233173865066452,0.350886093629207,-5.43773169941689
"233","202874_s_at","ATP6V1C1","528","ATPase H+ transporting V1 subunit C1",-0.842347107098973,7.71720070165053,-1.97438066044217,0.0580191940248923,0.16386558752447,-4.34995671862445
"234","202877_s_at","CD93","22918","CD93 molecule",-0.764111377041898,9.27306313122691,-1.90698139252029,0.0665654163610293,0.173740048052221,-4.46364126034459
"235","202902_s_at","CTSS","1520","cathepsin S",-0.658497198016414,12.8855031008623,-1.58772678516862,0.123292094747684,0.234254980020599,-4.95956506545741
"236","202912_at","ADM","133","adrenomedullin",-0.540827859082794,7.63968559330266,-0.863271515749721,0.395136512055145,0.51013136876863,-5.78840175455338
"237","203032_s_at","FH","2271","fumarate hydratase",-0.869106819315824,5.10791360589042,-2.19031206021173,0.0367681332751596,0.141860192368145,-3.96632730373116
"238","203038_at","PTPRK","5796","protein tyrosine phosphatase receptor type K",0.618860714604097,5.27902919199995,1.49554938545382,0.145673719547243,0.259175681243947,-5.08886249736457
"239","203041_s_at","LAMP2","3920","lysosomal associated membrane protein 2",-0.710052878373197,8.94144557998362,-1.53767488584003,0.135067799289977,0.248910894216905,-5.03057900854815
"240","203060_s_at","PAPSS2","9060","3'-phosphoadenosine 5'-phosphosulfate synthase 2",-1.08701663707288,6.97690327893937,-3.04277503447357,0.00496949298330351,0.0729819534300166,-2.2108292211105
"241","203096_s_at","RAPGEF2","9693","Rap guanine nucleotide exchange factor 2",-0.544914797892832,7.59073920234889,-1.27623193747646,0.212092498341,0.328075492825479,-5.36964274900048
"242","203146_s_at","GABBR1","2550","gamma-aminobutyric acid type B receptor subunit 1",0.680815577955483,9.55397842158563,1.74162879558253,0.0922704105624186,0.196025956616784,-4.72954074846195
"243","203226_s_at","TSPAN31","6302","tetraspanin 31",-0.529007436747089,7.78221572359448,-1.32379297987348,0.196006970652297,0.31181519659852,-5.31205191047419
"244","203242_s_at","PDLIM5","10611","PDZ and LIM domain 5",-0.986887869530538,6.65255343535927,-2.49983799709728,0.0183902135172037,0.10403901692036,-3.36930499730946
"245","203293_s_at","LMAN1","3998","lectin, mannose binding 1",-0.70557208834572,5.92732890082238,-1.83492238613321,0.0768891495048829,0.180580390049284,-4.58183221686227
"246","203357_s_at","CAPN7","23473","calpain 7",-1.12264150775277,7.33409910389576,-2.67880139266719,0.0120913795352359,0.0958741668660041,-3.00165646937417
"247","203377_s_at","CDC40","51362","cell division cycle 40",-1.03353305080676,6.84141239453496,-2.83835264145374,0.00823441541172313,0.0840666092871321,-2.66161367866607
"248","203428_s_at","ASF1A","25842","anti-silencing function 1A histone chaperone",-0.443463399007826,7.93547592599066,-1.08296581900654,0.287827501147786,0.406510930793577,-5.58413087345889
"249","203561_at","FCGR2A","2212","Fc fragment of IgG receptor IIa",-1.0226585377853,9.8951826623679,-2.77847089073282,0.00952184506225215,0.087967871354935,-2.79051779102065
"250","203574_at","NFIL3","4783","nuclear factor, interleukin 3 regulated",-0.968164152544745,7.86311951658208,-1.96486091657033,0.0591649826551852,0.16624533965232,-4.3661945539241
"251","203676_at","GNS","2799","glucosamine (N-acetyl)-6-sulfatase",-1.23211443447096,8.09818148719287,-2.07448973857567,0.0470988574030756,0.15056682350761,-4.17568888967967
"252","203680_at","PRKAR2B","5577","protein kinase cAMP-dependent type II regulatory subunit beta",0.0544547005088649,10.0148706068664,0.124179523299032,0.902037726437479,0.92975976898477,-6.14432578649282
"253","203718_at","PNPLA6","10908","patatin like phospholipase domain containing 6",0.688154954626588,9.49984101218923,1.85637304276336,0.0736809559497339,0.17627972755144,-4.54701702972301
"254","203771_s_at","BLVRA","644","biliverdin reductase A",-0.810610491866271,7.6976962006065,-1.54405508856917,0.133517598047826,0.247154818445148,-5.02163268277889
"255","203815_at","GSTT1","2952","glutathione S-transferase theta 1",0.4879183240858,5.57265606573838,1.24311739844144,0.223872211054507,0.340666138833843,-5.40863525264031
"256","203821_at","HBEGF","1839","heparin binding EGF like growth factor",-0.644251158466254,6.94429897168522,-1.22195731601259,0.231653350309455,0.349213957726978,-5.43307173934066
"257","203834_s_at","TGOLN2","10618","trans-golgi network protein 2",-0.993303072296841,8.5440668174514,-2.19527074228129,0.036375029636156,0.140883287860035,-3.95718474351754
"258","203887_s_at","THBD","7056","thrombomodulin",-0.687915252044713,6.41527625436033,-1.62920046043696,0.114185896590233,0.222408506511343,-4.899292492621
"259","203922_s_at","CYBB","1536","cytochrome b-245 beta chain",-0.697768341915722,10.1950317521944,-1.75575164089504,0.0897865745347447,0.193608309542801,-4.7075731493945
"260","203940_s_at","VASH1","22846","vasohibin 1",0.594104440462372,7.13358262172832,1.45219161614016,0.157280625376338,0.2702757504334,-5.14741286571067
"261","203990_s_at","KDM6A","7403","lysine demethylase 6A",-1.59821295166424,6.0982009055291,-4.57702773197266,8.35763108159349e-05,0.0180668162671243,1.51506820120657
"262","204007_at","FCGR3B","2215","Fc fragment of IgG receptor IIIb",-0.814112576189506,8.26266010438681,-1.78612353824014,0.0846364737498512,0.189397620146889,-4.65985321570976
"263","204059_s_at","ME1","4199","malic enzyme 1",-0.248309739408866,5.24897989574749,-0.637361728336981,0.528935208165052,0.622240367549307,-5.95257336587822
"264","204069_at","MEIS1","4211","Meis homeobox 1",0.0523114371566429,6.26815774203733,0.125137458570066,0.901286090174936,0.92975976898477,-6.14420777401153
"265","204083_s_at","TPM2","7169","tropomyosin 2",0.266563460204917,6.94670026053492,0.672489903443301,0.506643856705118,0.603775578345626,-5.93017401097945
"266","204103_at","CCL4","6351","C-C motif chemokine ligand 4",-0.591674419837251,8.81629065106729,-1.38785140237101,0.175850444465509,0.288451255655862,-5.23156644641177
"267","204105_s_at","NRCAM","4897","neuronal cell adhesion molecule",0.00869381602718278,5.70462575835338,0.0185705904732985,0.985312010396194,0.990228736994977,-6.15177718631247
"268","204115_at","GNG11","2791","G protein subunit gamma 11",0.145038621580158,10.2087147245289,0.319833846003564,0.751408168001952,0.820681155290636,-6.10146670670764
"269","204141_at","TUBB2A","7280","tubulin beta 2A class IIa",0.411425599551519,6.14285223673964,0.736076368456692,0.467650793610566,0.569436939741039,-5.88667831609061
"270","204150_at","STAB1","23166","stabilin 1",0.751813002006099,9.64837972011997,1.79209294071588,0.083654384860421,0.187635021363331,-4.65039800778945
"271","204152_s_at","MFNG","4242","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase",-0.535837214473803,8.34265892211998,-1.13877155387716,0.264203357555838,0.382259742900472,-5.52546891878207
"272","204158_s_at","TCIRG1","10312","T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",0.703170149435316,11.1984915492521,1.89142923149102,0.0686859070606098,0.174150613225551,-4.489446454945
"273","204160_s_at","ENPP4","22875","ectonucleotide pyrophosphatase/phosphodiesterase 4",-0.766821130824752,7.26761923673858,-1.8750654592424,0.0709798983369287,0.174150613225551,-4.51642302751918
"274","204187_at","GMPR","2766","guanosine monophosphate reductase",0.585130787246278,6.70937602750445,1.51357655025566,0.14105549973614,0.254719415980509,-5.06408812972297
"275","204222_s_at","GLIPR1","11010","GLI pathogenesis related 1",-1.03112514451134,10.4605697751785,-2.64432916946798,0.0131214877185994,0.097852236643743,-3.07364905377865
"276","204240_s_at","SMC2","10592","structural maintenance of chromosomes 2",-0.509421091777646,5.35094858287499,-1.28182449584203,0.210150450610725,0.326073195323575,-5.36296757911455
"277","204312_x_at","CREB1","1385","cAMP responsive element binding protein 1",-1.14174185943669,8.14998683153631,-2.89882339435622,0.00710191741204041,0.0804545471488723,-2.52994995883299
"278","204427_s_at","TMED2","10959","transmembrane p24 trafficking protein 2",-0.577738187837576,8.2998376317932,-0.98174380193819,0.334420083045719,0.45202821963361,-5.68359147090874
"279","204439_at","IFI44L","10964","interferon induced protein 44 like",-1.00902534628286,8.68687530596756,-1.47818054867424,0.150237809217283,0.263101612423966,-5.11249364935624
"280","204493_at","BID","637","BH3 interacting domain death agonist",-1.05304661026505,8.99611310092092,-2.889690882871,0.00726297395668597,0.0804545471488723,-2.54992810023668
"281","204560_at","FKBP5","2289","FKBP prolyl isomerase 5",-1.36244136548273,7.83579512698056,-3.18321617807464,0.00348649407935764,0.0612837802422522,-1.89235043290092
"282","204627_s_at","ITGB3","3690","integrin subunit beta 3",1.03521569424067,8.22601030158002,2.07998334419714,0.0465560012107553,0.149782406451216,-4.16594320150152
"283","204748_at","PTGS2","5743","prostaglandin-endoperoxide synthase 2",-0.490651341878627,5.97823281340979,-0.75219585466957,0.458050860611667,0.559099656528423,-5.87505160861173
"284","204749_at","NAP1L3","4675","nucleosome assembly protein 1 like 3",0.191769058959784,5.43651271762469,0.431255960000876,0.669500407940218,0.747435599551884,-6.06030636489833
"285","204770_at","TAP2","6891","transporter 2, ATP binding cassette subfamily B member",-0.354610098373373,7.36705068625095,-0.828396631171939,0.414273679987819,0.522540281689855,-5.81682987120233
"286","204787_at","VSIG4","11326","V-set and immunoglobulin domain containing 4",-1.05686348304838,6.03244199146917,-2.90998367998051,0.00690967962307313,0.07997755609695,-2.50549128202171
"287","204794_at","DUSP2","1844","dual specificity phosphatase 2",-0.490593053224086,7.8119692537483,-0.992655817957429,0.329163410964029,0.446396252465205,-5.67330453516759
"288","204834_at","FGL2","10875","fibrinogen like 2",-0.860892916266025,11.1112328451729,-2.11895569609437,0.0428615898054945,0.146662748401328,-4.09627243260132
"289","204838_s_at","MLH3","27030","mutL homolog 3",0.352569617697036,8.75726574373604,0.761454999318693,0.452589614942044,0.553899827849141,-5.86826386682796
"290","204864_s_at","IL6ST","3572","interleukin 6 signal transducer",-1.31721986096626,6.02826835001254,-2.71724053662685,0.0110319141067547,0.0933540966848908,-2.92074549588059
"291","204896_s_at","PTGER4","5734","prostaglandin E receptor 4",-1.12511837604283,7.02057790046882,-2.54427749192298,0.0165916504647266,0.101922543813948,-3.27945011715409
"292","205005_s_at","NMT2","9397","N-myristoyltransferase 2",-0.676388498116068,7.1177761728975,-1.733706965647,0.0936889145142408,0.19737558477654,-4.74180076755038
"293","205018_s_at","MBNL2","10150","muscleblind like splicing regulator 2",-1.12134819031905,5.48015142575636,-2.80019972875465,0.00903425682793124,0.0850233329507174,-2.74391685005186
"294","205026_at","STAT5B","6777","signal transducer and activator of transcription 5B",-0.323694616468238,7.23217681808222,-0.769711720351893,0.447752439892993,0.550645412334362,-5.86214385276928
"295","205053_at","PRIM1","5557","DNA primase subunit 1",-0.517760951118143,7.34205050596349,-1.34681424520513,0.188566792901457,0.303333483149788,-5.28351007162146
"296","205118_at","FPR1","2357","formyl peptide receptor 1",-0.83794328410697,5.94799147786839,-1.97436482094232,0.0580210842225243,0.16386558752447,-4.3499837849391
"297","205158_at","RNASE4","6038","ribonuclease A family member 4",-1.71494029462763,5.53504927179114,-3.24844765240142,0.00295173540139716,0.0582823048864105,-1.74222141341627
"298","205230_at","RPH3A","22895","rabphilin 3A",-0.674591287044135,6.63367200219259,-1.48614892555192,0.148129858502537,0.261349742848244,-5.10168142640233
"299","205241_at","SCO2","9997","synthesis of cytochrome C oxidase 2",0.451319369580172,10.637728301616,1.11234606057566,0.27520893977936,0.393099861500447,-5.55358255912156
"300","205249_at","EGR2","1959","early growth response 2",0.150319610995817,5.41983045384388,0.273303825887382,0.786574412695942,0.852616182545547,-6.1150679656949
"301","205267_at","POU2AF1","5450","POU class 2 homeobox associating factor 1",0.956643506137601,9.81746018404071,2.52622478009424,0.0173017432263434,0.101922543813948,-3.31606990315817
"302","205291_at","IL2RB","3560","interleukin 2 receptor subunit beta",-0.21525828930033,10.9355371234544,-0.533522651428138,0.597774830910735,0.682493486085159,-6.01193954425231
"303","205321_at","EIF2S3","1968","eukaryotic translation initiation factor 2 subunit gamma",-0.602595707333792,9.12404750047051,-1.29881447352336,0.204333696506819,0.318520173966513,-5.34253012631864
"304","205442_at","MFAP3L","9848","microfibril associated protein 3 like",0.0546133221384579,8.02332921837714,0.109388523842551,0.913654674896177,0.937869783507085,-6.14603296920816
"305","205461_at","RAB35","11021","RAB35, member RAS oncogene family",-0.80372179401347,6.1160722201843,-1.876608682878,0.0707607691330655,0.174150613225551,-4.51388664778995
"306","205463_s_at","PDGFA","5154","platelet derived growth factor subunit A",-0.0501641997058142,5.64143695980423,-0.123514109276796,0.902559892710474,0.92975976898477,-6.14440722876689
"307","205488_at","GZMA","3001","granzyme A",-0.329320273403379,10.5381457732271,-0.729463954588264,0.471622529280432,0.572782417367149,-5.89137771195665
"308","205495_s_at","GNLY","10578","granulysin",0.53538452930975,11.7021546305993,1.23076665470416,0.228389676507724,0.345327934299216,-5.42294399333292
"309","205544_s_at","CR2","1380","complement C3d receptor 2",1.1068444850319,6.71516939769197,2.46324858918515,0.020004078268616,0.106398574870449,-3.44254475560597
"310","205547_s_at","TAGLN","6876","transgelin",0.877300746653678,8.31020965125844,1.78252528743653,0.0852331897775289,0.189990233163647,-4.665540603953
"311","205552_s_at","OAS1","4938","2'-5'-oligoadenylate synthetase 1",-1.04784391943831,8.86693777952315,-2.39889001752274,0.0231616645389815,0.112985872090165,-3.56969826682177
"312","205554_s_at","DNASE1L3","1776","deoxyribonuclease 1 like 3",-0.77874404458649,6.59657845257672,-1.98035820960384,0.0573097014447408,0.163118615213934,-4.33973076283092
"313","205624_at","CPA3","1359","carboxypeptidase A3",-0.508036222351557,5.15865055182633,-1.19769327458617,0.240822719556413,0.359106975503461,-5.46062930037473
"314","205681_at","BCL2A1","597","BCL2 related protein A1",-0.806848247387883,9.47201313620746,-1.87562390894191,0.0709005340461576,0.174150613225551,-4.51550536801538
"315","205732_s_at","NCOA2","10499","nuclear receptor coactivator 2",-1.39613012192761,5.23069319279186,-2.58405813076929,0.0151209722869698,0.101525858858238,-3.19819475265297
"316","205826_at","MYOM2","9172","myomesin 2",0.252374116953443,7.53387401061766,0.321003161083981,0.750531035490657,0.820613195156451,-6.10109760467595
"317","205844_at","VNN1","8876","vanin 1",-1.42892472259197,7.1583318933957,-2.99867867511239,0.00554773381754962,0.0745228684375642,-2.30940620107032
"318","205884_at","ITGA4","3676","integrin subunit alpha 4",-1.20750174100987,8.75943637722558,-2.26236253539247,0.0314150109979583,0.130184839814584,-3.83208045641737
"319","205898_at","CX3CR1","1524","C-X3-C motif chemokine receptor 1",-0.0194663280059437,12.1934999505972,-0.0456977405136478,0.96386726699687,0.975864533656705,-6.15091526595229
"320","205920_at","SLC6A6","6533","solute carrier family 6 member 6",-0.290007465903929,5.71271201876033,-0.626166526786818,0.536148359633756,0.628022619305831,-5.95946691590981
"321","205922_at","VNN2","8875","vanin 2",-0.901867711109778,9.41060314308558,-2.20891335727518,0.0353128835550988,0.138906538046815,-3.93195686349764
"322","205960_at","PDK4","5166","pyruvate dehydrogenase kinase 4",-1.27583408745708,6.4273933567211,-2.68736552644694,0.0118474242993248,0.0954987149664293,-2.98368709183053
"323","206028_s_at","MERTK","10461","MER proto-oncogene, tyrosine kinase",-0.0642684042193613,6.54317949885287,-0.140902531388674,0.888930055022825,0.923894355078322,-6.14213549678843
"324","206082_at","HCP5","10866","HLA complex P5",0.339572733075547,8.31592894387485,0.837642853350486,0.409144447956591,0.519396649052085,-5.80940129196982
"325","206099_at","PRKCH","5583","protein kinase C eta",-0.396012605535937,9.06122371821044,-0.969199217477593,0.340533257909059,0.457833098417119,-5.69528643103004
"326","206108_s_at","SRSF6","6431","serine and arginine rich splicing factor 6",-0.278183230133258,7.28595832289445,-0.606695590420743,0.548816713592706,0.638173707376277,-5.97117335089722
"327","206113_s_at","RAB5A","5868","RAB5A, member RAS oncogene family",-1.04683622757413,7.62397283872803,-2.44013847707738,0.0210894114243372,0.109469264455193,-3.48845129226164
"328","206126_at","CXCR5","643","C-X-C motif chemokine receptor 5",0.998739480106726,6.36790712026078,2.43489972894132,0.0213428336348068,0.109654252399237,-3.49881932370024
